text,label
가성비 조어요 깨끗한 편이에오 근데 다른사람이 버린 렌즈가 있엇어용 그치만 저렴하고 위치가 좋아서 또 올 의향 잇슴다 가성비 조어요 깨끗한 편이에오 근데 다른사람이 버린 렌즈가 있엇어용 그치만 저렴하고 위치가 좋아서 또 올 의향 잇슴다 가성비 조어요 깨끗한 편이에오 근데 다른사람이 버린 렌즈가 있엇어용 그치만 저렴하고 위치가 좋아서 또 올 의향 잇슴다 가성비 조어요 깨끗한 편이에오 근데 다른사람이 버린 렌즈가 있엇어용 그치만 저렴하고 위치가 좋아서 또 올 의향 잇슴다,1
가성비 좋네용 잘 쉬었다 갔습니다,1
출장차갔는데 깨끗하고 조용했음 조금외졌음,1
깨끗하고 괜찮네유 굿굿,1
전주여행갓다가 잘 쉬다왔어요 고데기가고장낫더라구요 교체하셔야될것같아요,0
객실상태는 괜찮은데 상당히 불친절해요,0
좋아요 가격대비 좋네요 이이스크림도 있고 좋아요 물도 잘나오네요 또 이용할거예요,1
이불이 조금 더러운데 좋아요 시원하구 대실 시간 굿,0
연말이라 여자친구랑 묵으려구 숙박했어요 위치도 전북대나 시내 한옥마을 신시가지 모두 차량으로 분내외 걸리는 좋은 위치였구요 건물은 새로 지은거라 내부 외부 모두 깔끔했어요 그런데 인터넷에 문제가 있어서 와이파이도 안되구 올레티비 다시보기 서비스도 이용을 못했네요 개선이 필요해 보입니다,1
그럭저럭 입니다,0
위치는좋았으나 침대가너무딱딱했어요,0
모텔은 깨끗하고 좋습니다 침대상태 양호하고 깔끔하네요스타일러스가있어 저녁먹고 고기냄새쩌든 옷들도 뽀송해졌어요 바로 앞에 편의점이 있어좋았습니다모텔가까이에 편의점은 필수로 필요하다 생각합니다 다만 큰차길과 가까워 차량소음이 새벽까지도 계속들리고 유흥시설이 주변에 있어 시끄럽긴하네요그리고 카운터앞 전자렌지주변은 정리가 필요한듯합니다그걸제외하고는 여행와서 편히쉬고가는것 같습니다 가성비좋은 모텔이 아닌가싶네요 다음여행오게되면 또 찾게 될것같습니다,1
저렴한편에 가기좋은거같아요 주차공간이 넓어서 짱입니다 다음에도 가려구요,1
일단 위치가 상당히 좋다 한옥마을과 벽화마을하고도 가깝고 서울의 명동같은 곳과도 가까워서 놀기좋았다 객실에 들어가자마자 깔끔하고 분위기잇어서 놀랐다 상당히 마음에들었다 다만 아쉬운건 샤워기가 쪼꼼 더러웠다는점이 아쉽다,0
방은 더울정도로 넘넘 따뜻하네요 청결상때는 약간 신경 쓰셔야될듯요 생수랑 음료는 넉넉해서 좋네요,1
전주오면한번씩 가는데 좋아요,1
국국규굿굳 괜찮았어요 괜찮았여요,1
카운터분은 되게 친절하신데 방에서 냄새가 조금 나는게 아쉽네요,0
리모컨으로 조명이 안되서 불편하고 시설이 좀 된거같아요 한강라면과 토스트 커피는 먹을만 합니다 번정도 숙박했는데 딱히 딱히 합니다 리모델링만하면 다시 이용하고 싶네여 김사합니다,0
딱 잠만자기에 좋습니다 다른 시설물 이용하긴 조금 아쉬웠어요,0
솔직한 후기 남겨봅니다 왜 다들 후기에는 좋은글들만 가득한지 모르겠음 오기전 사진때문에 기대를 많이했나봄 시설은 사진보면않됨약간은 처짐 숙박비는 시설대비 적당 쥔장사장님친절 전체적으로 시설이 아쉬웠던건 요즘 좋은 숙박시설들이 많아짐으로 비교됬고 개인적으로 약간의 실망감,0
항상 잘 이용합니다 시설 청결 괜찮고 무엇보다 가격이 저렴해서 항상 애용합니다,1
다른 가게랑 주차장을 같이 쓰는 거 같아요 주차 하려고 들어갔는데 자리가 없어서 이중주차하고 중간에 연락와서 내려갔다왔어요 건물 들어갔을 때 가봤던 다른 모텔들이랑 다르게 생겨서 신기했어요 객실 들어가자마자 식초냄새같은 쿰쿰한 냄새가 나서 싫었는데 또 있다보니까 적응됩니다 주말이라 방이 없는 곳이 많아서 어쩔 수 없이 갔는데 또 이용하진 않을 거 같아요 다른 가게랑 주차장을 같이 쓰는 거 같아요 주차 하려고 들어갔는데 자리가 없어서 이중주차하고 중간에 연락와서 내려갔다왔어요 건물 들어갔을 때 가봤던 다른 모텔들이랑 다르게 생겨서 신기했어요 객실 들어가자마자 식초냄새같은 쿰쿰한 냄새가 나서 싫었는데 또 있다보니까 적응됩니다 주말이라 방이 없는 곳이 많아서 어쩔 수 없이 갔는데 또 이용하진 않을 거 같아요,0
일단 출장가서 이용했고 근처 맛있는 식당이 꽤나 있어여 검색하시면 근처 맛집 나올거임 나쁘지않는 가격에 구성좋고 역시 전라도는 맛있네여 여기동네가 시설이 다 오래 됐어요 하지만 사장님께서 관리 잘하셔서 어느정도 유지 잘되고 있는듯 그리고 근처 편의점 널렸음 참 좋아여 단점은 큰 길가쪽이라 시끄러워여 그건 단점이네여 그래도 가성비좋게 다녀왔어여 다시 방문하고 싶네여 전주역이랑 멀지 않아여 최다 장점 인듯,1
시설은 좋은데 담배 냄새 나는 방을 주셔서 교체 요청했어요 방도 많은데 굳이 냄새 나는 방을 주신 이유가 뭔지 궁금하네요 페브리즈를 뿌리셨다는건 담배 냄새가 난다는걸 아셨다는건데도 굳이 주신게 더 이해가 안갑니다,0
잦은 출장으로이 지역에 방문할때 머무르는데 만족합니다,1
카운터에 계신 아주머니가 너무 불친절하네요 싫으면 다른데 가라는식으로 말하네요 기분 드럽고 불쾌하네요,0
이번에도잘이용했습니다,1
넷플릭스가안되는데 객실 안에있는 전화기안되고 네이버전화로 연결해도 안되고 여기어때 전화번호로도 안되고 끝까지 전화연결이 안돼서 남편이 프론트갔다왔어요 만실이여서그런지 전화로 걸면 재끼시는거 같습니다,0
출장왔는데 계속 이용중입니다,1
전주에 일찍도착해서 체크인 시간까지 어디있어야하나 걱정했는데 여사장님께서 흔쾌히 오라고 하셔서 이 무더위에 살아있을 수 있었어요 감사합니다 방은 게스트하우스답게 아담했어요 이불과 방은 사장님께서 미리 환기시켜놓으시고 정리해놓은 상태라 아주 깔끔했습니다 불편한 거라면 화장실이 좁아 세수보단 샤워하는게 편하고 냉장고가 밖에 놓여있어 뭘 꺼내러 갈때마다 문을 여닫으니 벌레들이 들어오는데 벌레잡을만한 도구가 없어 그게 좀 애먹었어요 여름이라 나방 모기 거미들이 잘 들어오는데 벌레를 잘 못잡는 투숙객분들을 위해 전기채라도 있었으면 좋겠드라고요,1
뷰가 좀 아쉬웠어요 리모델링이 좀,0
사진대로인데 세세하게 노후된 흔적이 많네요 샤워기도 고장이라 그렇고 냉장고 선반도 무너지기 전 가격이 저렴해서 가성비는 괜찮다생각합니다 큰 기대없이 이용하심 좋을듯요 근처에 먹을 곳 많고 주차장 넓어요,1
굿굿굿굿굿숫굿숫숫굿,1
바닥이 따뜻해서 너무 좋았구요 시설은 전체적으로 낡았긴했어도 깨끗하고 좋았어요,1
상당히 깔끔하고 방도 넓었어요 하지만 넷플릭스가 너무 느렸어요,1
전반적으로 그냥그럼,0
안마의자가 좋았음,1
전주오면 여기서 잡니다 가격대비 깔끔하고 청결합니다 강추,1
이 가격에 쉬기에는 최고입니다 솔직히 출장 와서 저렴하게 쉬니 참 좋네요,1
오래된곳이지만 가격대비나름괜찮습니다 그냥 요즘최신시설은 기대하지마시구가세요,1
사진보다 시설이 노후화되었네요 다음에 전주 올 때는 다시 묵을 지는 생각해봐야겠네요 모텔 근처에 저녁을 먹을 곳도 꽤 있어서 술 먹고 자는데도 문제가 없었네요 잘 먹고 쉬고 갑니다,0
인테리어해서 괜찮은거같은데 숙박시간 전화로 물어보길래 의아햇는데 그시간에 맞춰 대실 손님을 받는건지 잘 모르겟는데 바로들어가서 그런지 청결상태와 냄새는 솔직히 좀 실망이었어요 다른건 다 괜찮았습니다,0
시설 깨끗하고 너무 만족스러웠어요 당일날 갑자기 예약하게 됐는데 가성비도 좋고 만족합니다,1
그럭저럭잘만해요,1
외관과 주차장 및 인테리어 준수합니다 내부 시설도 가격대비 무난하고 나쁘지않은데 청결도는 점수를 많이 드릴 수가 없네요 화장실 안에 천장과 개수대 변기가 꽤 오래 청소하지 않은 흔적이 많았습니다 베개 밑에 낮선 머리카락도 눈에 띄었네요 담배냄새도 많이 나서 환기도 조금 신경쓰셔야할 것 같습니다 옷에 담배냄새가 나서 좋지 않았습니다 이부분은 제가 금연실로 요청했어야는데 말하지 않은 제 잘못이니 이용하시는 분들은 필히 금연실을 꼭 요청하시길 바라겠습니다 청소만 조금 더 신경 써주신다면 가격대비 나쁘지는 않다 생각합니다 사장님은 친절하시고 좋아요,0
바닥에 먼지가 발바닥에 좀 느껴지는데 심한 건 아녜요,0
장점 수압 좋음 따뜻하긴 함 단점 특실이라기엔 방이 작음 인테리어가 인터넷에서 보는 오래된 인테리어 화장실 비데가 누선되는지 앉으면 따끔거려서 처음엔 뭐지 했는데 코드 뽑아보니 괜찮음 컴퓨터 작동 안됌 켜지기는 하나 아무것도 안눌리고 클릭도 안됌 등 끄고 키는것도 리모콘으로만 가능 벽에 붙은거로는 작동안되고 심지어 리모콘으로 벽에 붙은 작동기 방향으로 해야 작동되고 다른 방향으로 하면 먹통임 냉장고는 물밖에 없음 봉지커피를 왜 냉장고에 넣어둔건지 이해 못하겠음 화장실 샤워기는 오래된 여관방에서나 보던거임 대학 동아리 첫 엠티갔을때 오래된 여관방 화장실 샤워기 창문 열면 벽뷰나 마찬가지,0
겉은 리뉴얼된 느낌이였는데 숙소 내부 담배 냄새가 좀 나는듯 했습니다 물론 느낌일수도 있는데 조금 오래된 그럼 냄새가 났구요 그외 스타일러나 내부 제품들은 좋았습니다 티비 리모컨이 정상작동 하지 않아 넷플릿스 시청이 조금 불편 했습니다,1
아이스크림이랑 간식류도 잇고 주차할때나오셔서 봐주시고 영화보기도 잇고 괜찮네요 담에 또 갈께요,1
특실 했는데 가격도 주말인데 저렴이고 무엇보다 빠른 시간에 들어와 쉴수 있눈게 맘에 들었습니다,1
카운터 직원이 질문을 해도 대꾸도 안하고 불친절했음 숙소도 홍보 많이 하길래 기대하고 갔는데 별로였고 특히 고사양이라길래 갔는데 한 대는 고사양인거 인정 근데 나머지 한대는 상태 완전 안좋았음 오버워치나 기본 검색 이런 것도 렉 엄청 걸리고 화질도 안좋고 컴퓨터 설정하느라 한시간 보냈는데도 상태 안좋아서 제대로 게임 하지도 못함 기분 잡침 다시 재방문 의사 절대 없음 그나마 장점 뽑자면 깨끗한듯,0
음 이 주변 모텔들은 시설이 다 비슷비슷한 것 같아요 그래도 싼 가격에 대실 시간이 엄청 길어서 넷플 보면서 뒹굴뒹굴 할 수 있었어요 출장 나와서 잠깐 쉴 때 들려도 나쁘지 않을 듯,0
쏘쏘요 잠깐 왔다가는거 괜찮아요,1
깨끗하고 좋았어요 화장실 분리되었지만 변기있는곳은 너무좁네요 그것만빼면,0
가장 큰 장점은 넓은 객실에 깔끔하고 모던한 인테리어라고 생각해요 프론트에서 헤드셋 대여도 해주셨어요 친절하시고 깨끗한 침구와 고사양 게이밍 컴퓨터가 있어서 편안하게 휴식할 수 있어요 새로 뜯은 하나의 칫솔에 이물질들이 있어요 사진을 찍어두었어요 아침 프론트에 아무도 안계셔서 말씀 못드렸는데 신경써주시묜 감사할것 같아요,1
엘리베이터가 없어 층까지 걸어올라가는게 힘들었어요 미리 알고 있었지만 생각보다 더 방음이 안되네요 침구류 특히 베게커버 신경써주시고 변기 청소가 제대로 안되어있었어요 위치는 유명한 곳은 도보이동 거의 가능해서 좋고 주차장있어 편안했습니다 주인분 친절하셨어요,0
세가족이 전주군산 여행을 준비하면서 한옥숙소도 고려대상이였지만 방개화장실개란점이 꽤 메리트로 다가왔습니다 독채란점도 프라이빗하게 느껴져서 좋았습니다 일정을 마치고 도착한숙소의 첫느낌을 그대로 워딩으로 옮기자면 와별장같다주차장넓다 정원은 생각보다작네였습니다 년에 사업자등록이 나온것으로봐서 그전까지 살림집 또는 별장으로 사용된것같습니다 룸컨디션 어제까지 누가살던집 같습니다 집곳곳에 개인살림살이 흔적들이 있습니다 청소상태는 양호합니다 침구류식탁싱크대바닥청소상태 안방화장실 수압은 약해서 화장지 넣으면 막힐것같습니다 화장실에는 넉넉하게 수건이 비치되어있으며 비누치약샴퓨바디워시있습니다칫솔없습니다안방에침대쿠션은 괜찮았지만 층에있는 층침대는 어른들보다는 어린아이 동반시 괜찮을것같습니다 와이파이신호 잡힙니다 서비스 시쯤되니 몇명이 몇시에오는지 문자메세지가 왔습니다 도착하면 현관문바구니에 열쇠있습니다 체크인 체크아웃 비대면으로 이루어집니다 위치 한옥마을에서 차로분 걸어가보니 남자걸음분 걸립니다 주변에 아무것도없습니다 한줄평별장입니다세가족이상 평일기준가격으로 추천합니다,1
냄새가 좀 나긴 했지만 이용 할만 했습니다,0
신식은아니지만 사장님이 너무 친절히 잘 대해주셨습니다 잘쉬다갑니다용,1
일 연휴기간이라 평상시보다 방값이 많이 비싸네요 고민고민하다 가격도 좋고 후기도 좋아서 하운드로 선택했습니다 층 주차장은 아주 만족합니다 넓고 주차하기 편합니다 직원분들은 친절하지만 추가인원이 있어 추가요금내고 이불신청했는데 갖다주지않아 두번이나 애기를 했습니다 욕실은 제일 맘에 들었습니다 넓고 아주 깨끗합니다 수압도 아주 좋습니다 방은 좀 아쉬워요 방은 크고 침대도 넓고 도 아주크고 좋습니다 근데 침대쿠션이 좀 딱딱하네요 테이블이 없어 침대에 앉아야합니다 화장대밑에 수리흔적이 아주 지져분합니다 천장 조명하나가 뜯어져있습니다 화장대 거울이 고정안됐습니다 전기코드가 멀어서 헤어드라이할때 거울을 볼수없어요 좀 아쉬움이 남지만 만족합니다,0
애용중 오늘도애용합니다 조아요 이젠편함 넘나리,1
깨끗하고 따뜻했어용 방음도 잘되있고 베개도 푹신해서 잠을 푹 잤습니당 잘 쉬었다가요,1
전주에 일이 있어서 급하게 에비뉴 호텔서 숙박을 했는데 음 욕실 들어가는 문은 미닫이식 문인데 밑부분이 빠져있어서 문을 열때마다 문이 넘어갈까봐 불안했고 화장실은 이상한 냄새가 나고 청소 신경좀 쓰셔야겠네요,0
주변시설과 가까이 있어 편리해요,1
이렇게 담배냄새가 많이나는 숙소는 처음,0
좋아요 가격도 좋고요,1
좋아요 이용잘 하고있어요,1
직원 친절하구 침대 개있는방이라음 좋아요,1
사진이랑 비슷했구요 처음 들어가자마자 꿉꿉한 냄새가 좀났어요 담배냄새는 아닌데 잘모르겠어요 하얀이불 좋아해서 사진확인하고 가는데 사진이랑 달라서 좀아쉬웠어요,1
편하게 잘쉬다가 갑다,1
화장실에 물기가 덜 말라있어서 좀 아쉬웠지만 전반절으로 깔끔했습니다 특히 배달 시킬 수 있는 곳이 근처에 많아서 선택지가 다양한 게 커버가 됩니다 별관보다는 신관이 확실히 좋을 거 같아서 다음번엔 신관 이용 해야 겠어요,1
장점 매트리스 깨끗함 티비 크고 가능 단점 전 이용자의 담배냄새 냉장고 소음 도로 소음 에어컨 소음 심함,0
무난하구 좋아요에어컨도 잘되구 물도 컴퓨터 약간렉있지만 괜찮아요,1
처음 신발장 들어가자마자 머리카락에침실 바닥에는 정체 모를 빨대가 떨어져 있었고 사용하지 않은 욕실 배수구에도 머리카락이 많았습니다 그리고 화장지는 두칸중에 하나만 거의 다 쓴게 있었고 빗은 원래 이용하지 않지만 역시 머리카락이 너무 많이 엉켜 있었습니다 유명한 체인이라 전주 여행때 예약했지만 너무 많이 실망스러웠네요 이미 짐을 다 풀었던터라 방을 바꿔달라고 하기도 그래서 그대로 이용했습니다 청소에 신경 많이 쓰셔야 할 것 같아요,0
그냥저냥 이용했어요,0
객지에서 관광왔다가 너무 피곤해서 대실했는데 가격대비 이용시간 가성비갑이네요 그리고 모텔 이미지 사진이랑 똑같은데 느낌적인 분위기가 홍보사진은 다르다고 느낄수있지만 가격이랑 사장님 친절로는 확실히 좋다고 할수있네요 날씨때문인지 몰라도 아쉬운점은 침구가 많이 눅눅하다는 습한느낌이 있어서 쉬는동안 차에서 개인 담요 가져와서 덥고잤다는거랑 바로앞전에 방에사람이 빠진건지 몰라도 환기가 안됫는지 담배냄새가 너무심했어요 환기랑 침구만 신경 조금더 쓰시면 정말 더좋은 숙박업체가 될꺼같네요,1
화장실 청소를 안하셨는지 여성청결제 쓰던게 올려져있고 욕조에 머리카락이 너무 많아서 물이 잘 안내려가요 그거 말고는 다 잘 썼습니다,0
천안역이랑 가깝고 새건물이라 좋았어여 특히 침구가 맘에 들었어요 행사로 저렴하게 하루 잘 묵고 나왔네요,1
가격대비만족하고 시설깨끗한편이에요,1
여기는 다른건 다 좋은데 객실에서 온도조절이 안되서 밤에 너무 춥더라구요희망온도를 설정을해도 온도가 안올라감,0
출장으로 하루숙박 무난합니다,1
여기는 현금만 받나봐요 카드를 내미니까 원이아니라 원받았어요 그런것 좀 미리 써주시면 좋을텐데 아무리 창문을 닫아도 밖에소리까지 다들리구 시설은 진짜 넓고 깨끗하더라구요,1
깔끔합니다 그리고 인테리어도 훌륭합니다 시설은 전반적으로 깨끗합니다 가격도 나쁘지 않네요,1
사장님 친절하십니다 가격대비 만족하였습니다,1
솔직한 평으로 시설 괜찮습니다 주차장도 조성을 잘해뒀고요 로비에도 먹거리를 다양하게 구비해둬서 좋았습니다만 미리 예약을 하고간방이 없다고 다른방을 주신다는데 모텔측 불찰로 인해서 다른방을 내줘야하는 상황이면 업그레이드를 해주는게 고객불만이 없지 않을까요 다운그레이드 시켜놓고 싫으면 취소해라란 식의 응대가 사람 어처구니없게 하더군요 어플 이용자분들은 전화를 해보고 가시길 권해드릴게요,1
침대 진짜 역대급이네요 건물이 좀 오래되긴 했어도 뭔가 느낌 있었어요 잘쉬었다 갑니다,1
겉만 보고 판단하지 말자 솔직히 처음엔 주말인데 싸니까 예약했어요 근데 생각보다 괜찮아요 주차장 넓지 에어컨 잘 나오고 수압도 좋고 는 없지만 유튜브도 볼 수 있고 암튼 주말에 만족하고 나왔습니다,1
괜찮은거 같은데 욕실에서 머리카락이,1
사장님 친절 넷플 웨이브 티빙 다 다되서 조아요,1
음베게가 너무 높아서 목 꺽이는거 같았어요 목 너무아픔 진심 이걸 어떻게 베고 자라고 놓은건지 말도 안되게 높았어요 매트리스도 엄청 딱딱하고 불편해서 잠이 잘 안왔어요모텔보다 못한 수준 객실안에 씻는 도구가 배치가 안되어 있던데 입실전에 어메니티 안내를 해주시던지 안내를 하시고 판매를 하시던지 따로 자동 판매기 같은게 안보였는데 제가 못찾은 걸까요 안내를 못받은 걸까요 딱히 편의점에서 클렌징오일이랑 폼클렌징 한만원 내고 샀네요 리모델링 해서 재오픈 한걸로 알고 있는데 인테리어 말고 이런부분 신경 전혀 안쓰신게 보여서 좀 많이 마음에 들지 않았고였어요 딱히 딱 잘 꾸며놓은 모텔 수준 정도가 맞는거 같네요,0
생각보다 만족스러웠어요,1
객실이 엄청 깔끔하고 귀엽네요 아기자기하고 따뜻하고 좋습니다 잘쉬다가네요,1
깔끔하고 서비스도 아주좋아요,1
쾌적하고 굿이었어요 담에또 이용의사있음,1
방 넓고 티비 에어컨 잘 나옵니다,1
깨끗하고 사장님께서 친절하십니다 그리고 조식이 맛있어요,1
침구 너무 편해서 좋아요,1
상당히 예쁘고 아기자기해서 힐링 되는 숙소 눈 떠서 나른한 상태로 먹는 조식도 상당히나 맛있었고 객실도 청결하고 이불 향기도 상당히나 좋았습니다 사장님이 손님으로 최대한 배려해주시는 모습이 상당히 감사했습니다 나중엔 결혼해서 올게요 사장님,1
위너는 믿고 숙박하는 곳입니다 제가 이용했던 룸은 창틀까지 깔끔해서 기분이 좋더라구요위생적으로도 깔끔하니 만족했어요 위너는 믿고 숙박하는 곳입니다 제가 이용했던 룸은 창틀까지 깔끔해서 기분이 좋더라구요위생적으로도 깔끔하니 만족했어요 위너는 믿고 숙박하는 곳입니다 제가 이용했던 룸은 창틀까지 깔끔해서 기분이 좋더라구요위생적으로도 깔끔하니 만족했어요 위너는 믿고 숙박하는 곳입니다 제가 이용했던 룸은 창틀까지 깔끔해서 기분이 좋더라구요위생적으로도 깔끔하니 만족했어요,1
입실시간도 시 퇴실시간 시까지 완전 미쳤어용 침대도 높고 푹신하고 화장실도 깨끗 티비도 크고 따뜻하고 완전 푹 쉬었어요 드라이기가 덜덜거려서 아쉬웠지만 좋았습니다 최고에요,1
자주 가는 곳입니다 인치 티비를 침대에 넷플릭스를 볼 수 있으니 정말 좋아요 굳이 극장 안가도 되고 치킨 배달시켜 편히 영화보며 호캉스를 즐겼네요 전주역 한옥마을 중간이여서 두곳다 분안에 갈 수 있어 교통도 좋아요 다음에 또 갈게요 방 업그레이드 감사합니다,1
넘 좋아요 자주사용해요,1
주차 자리가 많지는 않지만 외부에 주차 가능한 곳이 있습니다 방 넓고 좋아요 박했는데 침대 시트 교체해주시고 수건이랑 일회용품도 채워주셨습니다 재방문 의사 있습니다 주차 자리가 많지는 않지만 외부에 주차 가능한 곳이 있습니다 방 넓고 좋아요 박했는데 침대 시트 교체해주시고 수건이랑 일회용품도 채워주셨습니다 재방문 의사 있습니다 주차 자리가 많지는 않지만 외부에 주차 가능한 곳이 있습니다 방 넓고 좋아요 박했는데 침대 시트 교체해주시고 수건이랑 일회용품도 채워주셨습니다 재방문 의사 있습니다,1
직원분들 엄청 친절하시네요 숙소도 넓고 깨끗해요 모텔촌이라 뷰는 조금 아쉽지만 편안하게 쉬다갑니다,1
수압빼고 고칠게 없을정도로 좋은 곳이었는데 수압이 고쳐졌네요 물이 콸콸 나와요 정말 좋고 감사해요,1
객실 청결상태가 매우 만족스럽고 전주에 다시 온다면 여기에 숙소를 정하고 싶네요,1
방이 조금 추운 것 빼고는 너무 조았습니당또오께영 방이 조금 추운 것 빼고는 너무 조았습니당또오께영 방이 조금 추운 것 빼고는 너무 조았습니당또오께영 방이 조금 추운 것 빼고는 너무 조았습니당또오께영,1
전주 여행왔다 들린 숙소인데 만족스러웠어요 따듯한물 잘 나오고 수압도 괜찮아요 바디워시가 없어요 후기에 보면 손님들이 사용을 잘 안해서 안채우신걸로 다셨단데 그래도 사용하는 사람들을 위해 채워주셔야할것같아용 사장님 친절하셔서 잘지내다 갑니다,1
숙소도 깔끔하고 무엇보다 조식이 상당히 맛있어요,1
사장님이 친절하시고 룸 상태가 깨끗해서 좋았어요 자주 이용하려구요,1
전주 한옥마을 자주 들러서 가는 대전인입니다 전주 처럼 점점 인프라가 커져가는 지역에 걸맞는 숙박업소네요 홍보 잘하면 외국인들 독점이 가능한 시설입니다 가격이 상대적으로 쎈만큼 경쟁력도 충분히 있는 퀄리티네요,1
객실 상태도 아주 좋고 이틀 여기사 잤는데 좋았어요 층에 아이스트림이랑 빵이 배치되어있어서 좋아써용,1
완전 좋아요 번화가라 접급성좋고 시걸 깨끗하고 자주 이용하는데 항상 만족합니다 방 넓고 넷플릭스 되고 가격 좋고 진짜 가성비갑이라 다른데 이용 못해요 굿둣둣 정말 좋습니다 항상 이욘할 정도입니다,1
깔끔하고 나름 괜찬았어요,1
좋았습니다 다음에도이용,1
여자친구랑 한옥마을 객사 여행와서 잠깐 들렸는데 너무 깔끔해서 놀랐습니다 사진은 한옥마을 방문해서 먹은 사진입니다 자차로 한옥마을 분이면 방문가능해서 너무 가까웠습니다 아중역에서는 레일바이크를 이용해볼 수 있어서 전주를 즐기다가 가네요 전북대학교도 한옥컨셉으로 되어있어서 깜짝 놀랬습니다 아중리 숙소하면은 여기 인 것 같네요 늘 이용하겠습니다 다만 담배냄새가 살짝 나는것 같아서 아쉬웠지만 보일러도 되어서 너무 좋았네요 따뜻하게 이용했습니더,1
깔끔하고 넘 좋어요,1
중화산동에 자주오는 숙박업체인데 다른곳보다 저렴하지만 하루 편하게 묵고갈수있는 방이라 자주애용합니다 사장님이나 알바하시는분들도 다 친절하셔서 올때마다 기분좋고 침대도 편해서 잘자다갑니다,1
하운드는 일단 외관에서부터 깔끔함이 뭍어나옵니다 모텔이라기보단 깔끔한 호텔이 더 어울리는 그런 곳이구요 전주 내려와서 처음 이용했던곳이 하운드였는데 직원분들도 친절하시고 내부인테리어도 모던하고 깔끔한데다 층로비에 복도까지 뭐하나 빠지는부분이 없었어서 첫 느낌으로 참 좋았던 기억이 있어 다시 재방문하게 되었네요 이번에도 역시나 점원분께서는 친절 그 자체셨고 다음날 아침부터 보일러실이 문제가 있었는지 찬물밖에 나오지않아 참고쓰다 퇴실시간전쯤 도저히안되겠어서 말씀드렸는데 조치를 해주셨는지 따순물이 그다음부턴 잘 나와서 서비스 측에서 고객들에게 참 잘 대응하시는구나 라는 생각이 들었고 동시에 고객의 입장에선 대우받는 느낌이 물씬들어 성수기라 가격만 미쳐날뛰지않으면 앞으로는 계속 하운드를 이용할거같아요 그리고 세상에서 제일예쁜 제 여자친구가 조식이 최고였대요,1
전주 박 일 여행으로 검색하다가 예약하게 되었어요 아늑 호텔 상당히 좋아요 오 오 깔끔합니다 조금만 걸어가면 먹을 곳 있어요 방에 스타일러 있어서 맘 편히 맛난 거 먹으러 갈 수 있어요 직원분들 친절해요 전주여행 왔는데 기분 좋게 하루 지내고 갑니다 일회용품은 구매해야 합니다 원 저녁에 들어와서 룸서비스했는데 방에서 차 하기 좋네요 화장실도 상당히 깔끔하고 물 잘 나오고 만족합니다 드라이기도 바람쎄개나와서 딱 제 스타일이었어요 충전기도 있어서 좋아요,1
항상 만족하는 서비스 훌륭한 시설입니당 만족 만족,1
올해 전주 여행에 처음으로 묵은 다빈 호텔은 체크인할때 주차장이 매우 넓어서 주차 걱정없이 아주 편안하게 주차를 할 수 있어 상당히나 좋은 곳이며 호텔 시설도 상당히나 좋아서 상당히나 편안하게 지내다가 간 곳이에요 그리고 객실도 매우 넓고 침대도 아주 좋아 편안하게 잠을 자게 되고 객실 욕실 화장실 청결 상태도 매우 깨끗해서 집처럼 상당히나 편안하게 지내다가 갈 수 있는 호텔이에요 아울러 한옥마을 남부시장과 가까워서 도보로 이동해서 편안하게 관광을 할 수 있는 숙소라 다음에도 또 방문하고 싶은 곳이에요,1
상당히 깨끗합니다 전 객실 금연이라는 문구가 기억에 남네요,1
전주 여행 첫날에 묵었습니다 위치는 애매한듯 하면서도 한옥마을과 남부시장 모든 곳에 인접해있어서 분에서 분 정도면 생각 해놓은 모든 주변의 맛집에 갈 수 있었습니다 들어가자마자 신윤복 화백 스타일의 그림이 반겨주어 여자친구가 아주 좋아했습니다 시설 또한 리모델링 한지 얼마 되지 않아보여 매우 깔끔했고 사장님 또한 친절하셨습니다 화장실이 조금 쌀쌀하다는 것이 흠이라면 흠이었습니다 가격 대비 한옥 느낌을 내는데에 이만한 곳이 없다고 생각합니다 다음에 전주에 놀러 오게 된다면 다시 한번 묵고 싶은 숙소입니다,1
시설정말 맘에 드네요 잘 쉬다 갑니다,1
전주 롯데백화점 주위라서 찾기 쉬웠고 서울에서 출발해서 일부러 대중교통 이용해서 여행을 다녔는데 시외버스터미널에서 가깝고 전주 맛집과도 멀지 않아서 버스를 타고 다니기에 편했습니다 숙소에서 조식을 챙겨주셔서 맛있게 먹었고 고구마 샐러드를 빵 달걀까지 챙겨주셔서 아침식사가 아주 든든했습니다 객실 상태도 깨끗해서 좋았습니다,1
진짜로 좋아요 방이 아기자기한게 하얀게 아주 마음에듭니다 다음에 또또 재방문하겠습니다,1
매번 이용하는 숙소입니다 이 근방 다른 숙소들에 비하여 침구가 제 기준에서는 매우 준수하고 편안 하다고 생각합니다 객살 컨디션 또한 준수 한 편이고 가끔 다른 숙소에 방문하면 담배쩐내가 나는 곳이 있는데 여기는 그런 악취 일절 없구 노트북도 대여해주셔서 넷플릭스도 시청이 가능합니다 다만 중문이 없어 약간의 소음이 올라오는데 참을 만합니다 아 발렛도 해주시구요,1
청결상태어메니티가격서비스 모두 훌륭합니다,1
방도 따뜻하고 상당히 잘 있다가 갑니다,1
